"UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_STATE_ABR","DEST_AIRPORT_ID","DEST","DEST_STATE_ABR","MONTH",
"5J (1)","Private Jet Expeditions",13930,"ORD","IL",10800,"BUR","CA",11,
"5J (1)","Private Jet Expeditions",13204,"MCO","FL",14100,"PHL","PA",2,
"5X","United Parcel Service",10821,"BWI","MD",14843,"SJU","PR",9,
"5X","United Parcel Service",14843,"SJU","PR",10821,"BWI","MD",10,
"5X","United Parcel Service",10821,"BWI","MD",14843,"SJU","PR",10,
"5X","United Parcel Service",10299,"ANC","AK",12892,"LAX","CA",8,
"5X","United Parcel Service",14843,"SJU","PR",12478,"JFK","NY",9,
"8C","Air Transport International",14843,"SJU","PR",14730,"SDF","KY",11,
"8C","Air Transport International",10821,"BWI","MD",14843,"SJU","PR",11,
"9R","Flagship Express Services",10529,"BDL","CT",10933,"CEF","MA",2,
"9R","Flagship Express Services",10299,"ANC","AK",11267,"DAY","OH",3,
"9R","Flagship Express Services",10299,"ANC","AK",12892,"LAX","CA",3,
"9R","Flagship Express Services",10933,"CEF","MA",11267,"DAY","OH",3,
"9R","Flagship Express Services",10933,"CEF","MA",11267,"DAY","OH",2,
"9R","Flagship Express Services",11267,"DAY","OH",10299,"ANC","AK",9,
"9R","Flagship Express Services",11267,"DAY","OH",10299,"ANC","AK",9,
"9R","Flagship Express Services",11267,"DAY","OH",10299,"ANC","AK",9,
"9R","Flagship Express Services",13495,"MSY","LA",13244,"MEM","TN",7,
"9R","Flagship Express Services",14100,"PHL","PA",14843,"SJU","PR",7,
"9R","Flagship Express Services",11267,"DAY","OH",14730,"SDF","KY",9,
"9R","Flagship Express Services",11267,"DAY","OH",15070,"SWF","NY",9,
"9R","Flagship Express Services",12892,"LAX","CA",11267,"DAY","OH",12,
"9R","Flagship Express Services",10299,"ANC","AK",11267,"DAY","OH",4,
"9R","Flagship Express Services",10299,"ANC","AK",12892,"LAX","CA",4,
"9R","Flagship Express Services",10933,"CEF","MA",11267,"DAY","OH",4,
"9R","Flagship Express Services",10933,"CEF","MA",14100,"PHL","PA",4,
"9R","Flagship Express Services",11267,"DAY","OH",10299,"ANC","AK",4,
"9R","Flagship Express Services",11267,"DAY","OH",10299,"ANC","AK",4,
"9R","Flagship Express Services",11267,"DAY","OH",10933,"CEF","MA",4,
"9R","Flagship Express Services",11267,"DAY","OH",12892,"LAX","CA",4,
"9R","Flagship Express Services",11267,"DAY","OH",12892,"LAX","CA",4,
"9R","Flagship Express Services",11267,"DAY","OH",10299,"ANC","AK",10,
"9R","Flagship Express Services",11267,"DAY","OH",10299,"ANC","AK",10,
"9R","Flagship Express Services",11267,"DAY","OH",14100,"PHL","PA",10,
"9R","Flagship Express Services",11267,"DAY","OH",14492,"RDU","NC",10,
"9R","Flagship Express Services",11267,"DAY","OH",14730,"SDF","KY",10,
"9R","Flagship Express Services",11267,"DAY","OH",15070,"SWF","NY",10,
"9R","Flagship Express Services",12892,"LAX","CA",10299,"ANC","AK",9,
"9R","Flagship Express Services",12892,"LAX","CA",11267,"DAY","OH",9,
"9R","Flagship Express Services",11267,"DAY","OH",10299,"ANC","AK",11,
"9R","Flagship Express Services",11267,"DAY","OH",10299,"ANC","AK",11,
"9R","Flagship Express Services",11267,"DAY","OH",10721,"BOS","MA",11,
"9R","Flagship Express Services",11267,"DAY","OH",14100,"PHL","PA",11,
"9R","Flagship Express Services",11267,"DAY","OH",14730,"SDF","KY",11,
"9R","Flagship Express Services",11267,"DAY","OH",15070,"SWF","NY",11,
"9R","Flagship Express Services",10721,"BOS","MA",12478,"JFK","NY",6,
"9R","Flagship Express Services",10299,"ANC","AK",11267,"DAY","OH",7,
"9R","Flagship Express Services",10868,"CAE","SC",11057,"CLT","NC",7,
"9R","Flagship Express Services",10299,"ANC","AK",12892,"LAX","CA",12,
"9R","Flagship Express Services",12892,"LAX","CA",10299,"ANC","AK",4,
"9R","Flagship Express Services",12892,"LAX","CA",10299,"ANC","AK",4,
"9R","Flagship Express Services",12892,"LAX","CA",11267,"DAY","OH",4,
"9R","Flagship Express Services",12892,"LAX","CA",11618,"EWR","NJ",4,
"9R","Flagship Express Services",12892,"LAX","CA",12173,"HNL","HI",4,
"9R","Flagship Express Services",14100,"PHL","PA",10933,"CEF","MA",5,
"9R","Flagship Express Services",12892,"LAX","CA",12173,"HNL","HI",11,
"9R","Flagship Express Services",10933,"CEF","MA",11267,"DAY","OH",6,
"9R","Flagship Express Services",10933,"CEF","MA",15070,"SWF","NY",6,
"9R","Flagship Express Services",11267,"DAY","OH",10299,"ANC","AK",6,
"9R","Flagship Express Services",11267,"DAY","OH",10933,"CEF","MA",6,
"9R","Flagship Express Services",11267,"DAY","OH",10933,"CEF","MA",6,
"9R","Flagship Express Services",11267,"DAY","OH",15070,"SWF","NY",6,
"9R","Flagship Express Services",12892,"LAX","CA",10299,"ANC","AK",5,
"9R","Flagship Express Services",12892,"LAX","CA",11267,"DAY","OH",5,
"9R","Flagship Express Services",12892,"LAX","CA",12173,"HNL","HI",5,
"9R","Flagship Express Services",11267,"DAY","OH",10299,"ANC","AK",12,
"9R","Flagship Express Services",11267,"DAY","OH",10299,"ANC","AK",12,
"9R","Flagship Express Services",11267,"DAY","OH",14100,"PHL","PA",12,
"9R","Flagship Express Services",11267,"DAY","OH",14730,"SDF","KY",12,
"9R","Flagship Express Services",11267,"DAY","OH",15070,"SWF","NY",12,
"9R","Flagship Express Services",13796,"OAK","CA",12173,"HNL","HI",10,
"9R","Flagship Express Services",12892,"LAX","CA",10299,"ANC","AK",1,
"9R","Flagship Express Services",12892,"LAX","CA",11267,"DAY","OH",1,
"9R","Flagship Express Services",12892,"LAX","CA",11267,"DAY","OH",1,
"9R","Flagship Express Services",12892,"LAX","CA",11267,"DAY","OH",1,
"9R","Flagship Express Services",12892,"LAX","CA",12173,"HNL","HI",1,
"9R","Flagship Express Services",12892,"LAX","CA",14747,"SEA","WA",1,
"9R","Flagship Express Services",12892,"LAX","CA",14831,"SJC","CA",1,
"9R","Flagship Express Services",13303,"MIA","FL",14843,"SJU","PR",2,
"9R","Flagship Express Services",11551,"EMM","WY",14893,"SMF","CA",9,
"9R","Flagship Express Services",10721,"BOS","MA",11267,"DAY","OH",11,
"9R","Flagship Express Services",10721,"BOS","MA",11267,"DAY","OH",11,
"9R","Flagship Express Services",14100,"PHL","PA",10933,"CEF","MA",2,
"9R","Flagship Express Services",12173,"HNL","HI",12402,"ITO","HI",2,
"9R","Flagship Express Services",12173,"HNL","HI",12892,"LAX","CA",2,
"9R","Flagship Express Services",12402,"ITO","HI",12892,"LAX","CA",2,
"9R","Flagship Express Services",12892,"LAX","CA",11267,"DAY","OH",2,
"9R","Flagship Express Services",12892,"LAX","CA",11267,"DAY","OH",2,
"9R","Flagship Express Services",12892,"LAX","CA",12173,"HNL","HI",2,
"9R","Flagship Express Services",14831,"SJC","CA",14747,"SEA","WA",1,
"9R","Flagship Express Services",11267,"DAY","OH",10299,"ANC","AK",8,
"9R","Flagship Express Services",11267,"DAY","OH",10599,"BHM","AL",8,
"9R","Flagship Express Services",11267,"DAY","OH",12478,"JFK","NY",8,
"9R","Flagship Express Services",11267,"DAY","OH",15070,"SWF","NY",8,
"9R","Flagship Express Services",11823,"FWA","IN",12478,"JFK","NY",8,
"9R","Flagship Express Services",11267,"DAY","OH",10299,"ANC","AK",5,
"9R","Flagship Express Services",11267,"DAY","OH",10933,"CEF","MA",5,
"9R","Flagship Express Services",11267,"DAY","OH",11298,"DFW","TX",5,
"9R","Flagship Express Services",11267,"DAY","OH",12892,"LAX","CA",5,
"9R","Flagship Express Services",11267,"DAY","OH",12892,"LAX","CA",5,
"9R","Flagship Express Services",11267,"DAY","OH",12892,"LAX","CA",5,
"9R","Flagship Express Services",11697,"FLL","FL",13303,"MIA","FL",1,
"9R","Flagship Express Services",11823,"FWA","IN",14730,"SDF","KY",1,
"9R","Flagship Express Services",12173,"HNL","HI",12402,"ITO","HI",1,
"9R","Flagship Express Services",12402,"ITO","HI",12892,"LAX","CA",1,
"9R","Flagship Express Services",10299,"ANC","AK",11267,"DAY","OH",1,
"9R","Flagship Express Services",10299,"ANC","AK",12892,"LAX","CA",1,
"9R","Flagship Express Services",13244,"MEM","TN",11267,"DAY","OH",7,
"9R","Flagship Express Services",12892,"LAX","CA",11267,"DAY","OH",6,
"9R","Flagship Express Services",12892,"LAX","CA",11267,"DAY","OH",6,
"9R","Flagship Express Services",10933,"CEF","MA",11267,"DAY","OH",1,
"9R","Flagship Express Services",11267,"DAY","OH",10299,"ANC","AK",1,
"9R","Flagship Express Services",11267,"DAY","OH",10933,"CEF","MA",1,
"9R","Flagship Express Services",11267,"DAY","OH",11298,"DFW","TX",1,
"9R","Flagship Express Services",11267,"DAY","OH",12892,"LAX","CA",1,
"9R","Flagship Express Services",11267,"DAY","OH",14747,"SEA","WA",1,
"9R","Flagship Express Services",14100,"PHL","PA",10933,"CEF","MA",1,
"9R","Flagship Express Services",14843,"SJU","PR",14100,"PHL","PA",7,
"9R","Flagship Express Services",10299,"ANC","AK",12892,"LAX","CA",8,
"9R","Flagship Express Services",11267,"DAY","OH",10299,"ANC","AK",2,
"9R","Flagship Express Services",11267,"DAY","OH",10299,"ANC","AK",2,
"9R","Flagship Express Services",11267,"DAY","OH",10529,"BDL","CT",2,
"9R","Flagship Express Services",11267,"DAY","OH",10933,"CEF","MA",2,
"9R","Flagship Express Services",11267,"DAY","OH",10933,"CEF","MA",2,
"9R","Flagship Express Services",11267,"DAY","OH",12892,"LAX","CA",2,
"9R","Flagship Express Services",12217,"HSV","AL",11551,"EMM","WY",9,
"9R","Flagship Express Services",12478,"JFK","NY",15070,"SWF","NY",8,
"9R","Flagship Express Services",11267,"DAY","OH",10299,"ANC","AK",3,
"9R","Flagship Express Services",11267,"DAY","OH",10299,"ANC","AK",3,
"9R","Flagship Express Services",11267,"DAY","OH",10933,"CEF","MA",3,
"9R","Flagship Express Services",11267,"DAY","OH",10933,"CEF","MA",3,
"9R","Flagship Express Services",11267,"DAY","OH",10933,"CEF","MA",3,
"9R","Flagship Express Services",11267,"DAY","OH",11298,"DFW","TX",3,
"9R","Flagship Express Services",11267,"DAY","OH",12892,"LAX","CA",3,
"9R","Flagship Express Services",11267,"DAY","OH",12892,"LAX","CA",3,
"9R","Flagship Express Services",12173,"HNL","HI",12402,"ITO","HI",3,
"9R","Flagship Express Services",12402,"ITO","HI",12892,"LAX","CA",3,
"9R","Flagship Express Services",15070,"SWF","NY",14730,"SDF","KY",9,
"9R","Flagship Express Services",12892,"LAX","CA",10299,"ANC","AK",3,
"9R","Flagship Express Services",12892,"LAX","CA",10299,"ANC","AK",3,
"9R","Flagship Express Services",12892,"LAX","CA",11267,"DAY","OH",3,
"9R","Flagship Express Services",12892,"LAX","CA",12173,"HNL","HI",3,
"9R","Flagship Express Services",13303,"MIA","FL",14843,"SJU","PR",3,
"9R","Flagship Express Services",10299,"ANC","AK",11267,"DAY","OH",10,
"9R","Flagship Express Services",10299,"ANC","AK",12892,"LAX","CA",10,
"9R","Flagship Express Services",11267,"DAY","OH",15070,"SWF","NY",7,
"9R","Flagship Express Services",10299,"ANC","AK",11267,"DAY","OH",5,
"9R","Flagship Express Services",10299,"ANC","AK",12892,"LAX","CA",5,
"9R","Flagship Express Services",10933,"CEF","MA",11267,"DAY","OH",5,
"9R","Flagship Express Services",10933,"CEF","MA",14100,"PHL","PA",5,
"9R","Flagship Express Services",11298,"DFW","TX",11630,"FAI","AK",7,
"9R","Flagship Express Services",10721,"BOS","MA",11267,"DAY","OH",10,
"9R","Flagship Express Services",10721,"BOS","MA",13930,"ORD","IL",10,
"9R","Flagship Express Services",12173,"HNL","HI",12402,"ITO","HI",10,
"9R","Flagship Express Services",12402,"ITO","HI",13796,"OAK","CA",10,
"9R","Flagship Express Services",12478,"JFK","NY",14730,"SDF","KY",10,
"9R","Flagship Express Services",12892,"LAX","CA",11267,"DAY","OH",10,
"9R","Flagship Express Services",10299,"ANC","AK",13930,"ORD","IL",11,
"9R","Flagship Express Services",14100,"PHL","PA",10933,"CEF","MA",4,
"9R","Flagship Express Services",12173,"HNL","HI",12402,"ITO","HI",4,
"9R","Flagship Express Services",12402,"ITO","HI",12892,"LAX","CA",4,
"9R","Flagship Express Services",12402,"ITO","HI",13796,"OAK","CA",11,
"9R","Flagship Express Services",12451,"JAX","FL",13303,"MIA","FL",11,
"AA","American Airlines Inc.",11292,"DEN","CO",13303,"MIA","FL",1,
"AA","American Airlines Inc.",11292,"DEN","CO",13485,"MSN","WI",1,
"AA","American Airlines Inc.",11292,"DEN","CO",13495,"MSY","LA",1,
"AA","American Airlines Inc.",11292,"DEN","CO",13851,"OKC","OK",1,
"AA","American Airlines Inc.",11292,"DEN","CO",13930,"ORD","IL",1,
"AA","American Airlines Inc.",11292,"DEN","CO",13931,"ORF","VA",1,
"AA","American Airlines Inc.",11292,"DEN","CO",14100,"PHL","PA",1,
"AA","American Airlines Inc.",11292,"DEN","CO",14492,"RDU","NC",1,
"AA","American Airlines Inc.",11292,"DEN","CO",14524,"RIC","VA",1,
"AA","American Airlines Inc.",11292,"DEN","CO",15016,"STL","MO",1,
"AA","American Airlines Inc.",11298,"DFW","TX",10140,"ABQ","NM",1,
"AA","American Airlines Inc.",11298,"DFW","TX",10279,"AMA","TX",1,
"AA","American Airlines Inc.",11298,"DFW","TX",10397,"ATL","GA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",16440,"AUS","TX",1,
"AA","American Airlines Inc.",11298,"DFW","TX",10529,"BDL","CT",1,
"AA","American Airlines Inc.",11298,"DFW","TX",10561,"BFL","CA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",10599,"BHM","AL",1,
"AA","American Airlines Inc.",11298,"DFW","TX",10693,"BNA","TN",1,
"AA","American Airlines Inc.",11298,"DFW","TX",10721,"BOS","MA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",10781,"BTR","LA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",10800,"BUR","CA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",10821,"BWI","MD",1,
"AA","American Airlines Inc.",11298,"DFW","TX",10868,"CAE","SC",1,
"AA","American Airlines Inc.",11298,"DFW","TX",10980,"CHA","TN",1,
"AA","American Airlines Inc.",11298,"DFW","TX",11042,"CLE","OH",1,
"AA","American Airlines Inc.",11298,"DFW","TX",11057,"CLT","NC",1,
"AA","American Airlines Inc.",11298,"DFW","TX",11066,"CMH","OH",1,
"AA","American Airlines Inc.",11298,"DFW","TX",11109,"COS","CO",1,
"AA","American Airlines Inc.",11298,"DFW","TX",11140,"CRP","TX",1,
"AA","American Airlines Inc.",11298,"DFW","TX",11193,"CVG","KY",1,
"AA","American Airlines Inc.",11298,"DFW","TX",11278,"DCA","VA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",11292,"DEN","CO",1,
"AA","American Airlines Inc.",11298,"DFW","TX",11423,"DSM","IA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",11433,"DTW","MI",1,
"AA","American Airlines Inc.",11298,"DFW","TX",11540,"ELP","TX",1,
"AA","American Airlines Inc.",11298,"DFW","TX",11603,"EUG","OR",1,
"AA","American Airlines Inc.",11298,"DFW","TX",11618,"EWR","NJ",1,
"AA","American Airlines Inc.",11298,"DFW","TX",11641,"FAY","NC",1,
"AA","American Airlines Inc.",11298,"DFW","TX",11697,"FLL","FL",1,
"AA","American Airlines Inc.",11298,"DFW","TX",11995,"GSO","NC",1,
"AA","American Airlines Inc.",11298,"DFW","TX",11996,"GSP","SC",1,
"AA","American Airlines Inc.",11298,"DFW","TX",12012,"GUC","CO",1,
"AA","American Airlines Inc.",11298,"DFW","TX",12094,"HDN","CO",1,
"AA","American Airlines Inc.",11298,"DFW","TX",12173,"HNL","HI",1,
"AA","American Airlines Inc.",11298,"DFW","TX",12191,"HOU","TX",1,
"AA","American Airlines Inc.",11298,"DFW","TX",12206,"HRL","TX",1,
"AA","American Airlines Inc.",11298,"DFW","TX",12217,"HSV","AL",1,
"AA","American Airlines Inc.",11298,"DFW","TX",12264,"IAD","VA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",12266,"IAH","TX",1,
"AA","American Airlines Inc.",11298,"DFW","TX",12278,"ICT","KS",1,
"AA","American Airlines Inc.",11298,"DFW","TX",12280,"IDA","ID",1,
"AA","American Airlines Inc.",11298,"DFW","TX",12339,"IND","IN",1,
"AA","American Airlines Inc.",11298,"DFW","TX",12441,"JAC","WY",1,
"AA","American Airlines Inc.",11298,"DFW","TX",12448,"JAN","MS",1,
"AA","American Airlines Inc.",11298,"DFW","TX",12451,"JAX","FL",1,
"AA","American Airlines Inc.",11298,"DFW","TX",12478,"JFK","NY",1,
"AA","American Airlines Inc.",11298,"DFW","TX",12889,"LAS","NV",1,
"AA","American Airlines Inc.",11298,"DFW","TX",12892,"LAX","CA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",12896,"LBB","TX",1,
"AA","American Airlines Inc.",11298,"DFW","TX",12953,"LGA","NY",1,
"AA","American Airlines Inc.",11298,"DFW","TX",12954,"LGB","CA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",12992,"LIT","AR",1,
"AA","American Airlines Inc.",11298,"DFW","TX",13158,"MAF","TX",1,
"AA","American Airlines Inc.",11298,"DFW","TX",13198,"MCI","MO",1,
"AA","American Airlines Inc.",11298,"DFW","TX",13204,"MCO","FL",1,
"AA","American Airlines Inc.",11298,"DFW","TX",13244,"MEM","TN",1,
"AA","American Airlines Inc.",11298,"DFW","TX",13303,"MIA","FL",1,
"AA","American Airlines Inc.",11298,"DFW","TX",13422,"MOB","AL",1,
"AA","American Airlines Inc.",11298,"DFW","TX",13485,"MSN","WI",1,
"AA","American Airlines Inc.",11298,"DFW","TX",13487,"MSP","MN",1,
"AA","American Airlines Inc.",11298,"DFW","TX",13495,"MSY","LA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",13796,"OAK","CA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",13830,"OGG","HI",1,
"AA","American Airlines Inc.",11298,"DFW","TX",13851,"OKC","OK",1,
"AA","American Airlines Inc.",11298,"DFW","TX",13871,"OMA","NE",1,
"AA","American Airlines Inc.",11298,"DFW","TX",13891,"ONT","CA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",13930,"ORD","IL",1,
"AA","American Airlines Inc.",11298,"DFW","TX",13931,"ORF","VA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",14027,"PBI","FL",1,
"AA","American Airlines Inc.",11298,"DFW","TX",14057,"PDX","OR",1,
"AA","American Airlines Inc.",11298,"DFW","TX",14100,"PHL","PA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",14107,"PHX","AZ",1,
"AA","American Airlines Inc.",11298,"DFW","TX",14122,"PIT","PA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",14262,"PSP","CA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",14492,"RDU","NC",1,
"AA","American Airlines Inc.",11298,"DFW","TX",14524,"RIC","VA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",14570,"RNO","NV",1,
"AA","American Airlines Inc.",11298,"DFW","TX",14635,"RSW","FL",1,
"AA","American Airlines Inc.",11298,"DFW","TX",14679,"SAN","CA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",14683,"SAT","TX",1,
"AA","American Airlines Inc.",11298,"DFW","TX",14685,"SAV","GA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",14689,"SBA","CA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",14730,"SDF","KY",1,
"AA","American Airlines Inc.",11298,"DFW","TX",14747,"SEA","WA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",14771,"SFO","CA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",14814,"SHV","LA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",14831,"SJC","CA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",14843,"SJU","PR",1,
"AA","American Airlines Inc.",11298,"DFW","TX",14869,"SLC","UT",1,
"AA","American Airlines Inc.",11298,"DFW","TX",14893,"SMF","CA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",14908,"SNA","CA",1,
"AA","American Airlines Inc.",11298,"DFW","TX",14986,"SRQ","FL",1,
"AA","American Airlines Inc.",11298,"DFW","TX",15016,"STL","MO",1,
"AA","American Airlines Inc.",11298,"DFW","TX",15096,"SYR","NY",1,
"AA","American Airlines Inc.",11298,"DFW","TX",15304,"TPA","FL",1,
"AA","American Airlines Inc.",11298,"DFW","TX",15370,"TUL","OK",1,
"AA","American Airlines Inc.",11298,"DFW","TX",15376,"TUS","AZ",1,
"AA","American Airlines Inc.",11423,"DSM","IA",11298,"DFW","TX",1,
"AA","American Airlines Inc.",11423,"DSM","IA",11697,"FLL","FL",1,
"AA","American Airlines Inc.",11423,"DSM","IA",11986,"GRR","MI",1,
"AA","American Airlines Inc.",11423,"DSM","IA",12896,"LBB","TX",1,
"AA","American Airlines Inc.",11423,"DSM","IA",13158,"MAF","TX",1,
"AA","American Airlines Inc.",11423,"DSM","IA",13230,"MDT","PA",1,
"AA","American Airlines Inc.",11423,"DSM","IA",13303,"MIA","FL",1,
"AA","American Airlines Inc.",11423,"DSM","IA",13930,"ORD","IL",1,
"AA","American Airlines Inc.",11423,"DSM","IA",14100,"PHL","PA",1,
"AA","American Airlines Inc.",11423,"DSM","IA",14635,"RSW","FL",1,
"AA","American Airlines Inc.",11423,"DSM","IA",15304,"TPA","FL",1,
"AA","American Airlines Inc.",11433,"DTW","MI",10140,"ABQ","NM",1,
"AA","American Airlines Inc.",11433,"DTW","MI",10599,"BHM","AL",1,
"AA","American Airlines Inc.",11433,"DTW","MI",10693,"BNA","TN",1,
"AA","American Airlines Inc.",11433,"DTW","MI",10980,"CHA","TN",1,
"AA","American Airlines Inc.",11433,"DTW","MI",11298,"DFW","TX",1,
"AA","American Airlines Inc.",11433,"DTW","MI",11540,"ELP","TX",1,
"AA","American Airlines Inc.",11433,"DTW","MI",11697,"FLL","FL",1,
"AA","American Airlines Inc.",11433,"DTW","MI",12173,"HNL","HI",1,
"AA","American Airlines Inc.",11433,"DTW","MI",12206,"HRL","TX",1,
"AA","American Airlines Inc.",11433,"DTW","MI",12448,"JAN","MS",1,
"AA","American Airlines Inc.",11433,"DTW","MI",12889,"LAS","NV",1,
"AA","American Airlines Inc.",11433,"DTW","MI",12892,"LAX","CA",1,
"AA","American Airlines Inc.",11433,"DTW","MI",13204,"MCO","FL",1,
"AA","American Airlines Inc.",11433,"DTW","MI",13303,"MIA","FL",1,
"AA","American Airlines Inc.",11433,"DTW","MI",13830,"OGG","HI",1,
"AA","American Airlines Inc.",11433,"DTW","MI",13891,"ONT","CA",1,
"AA","American Airlines Inc.",11433,"DTW","MI",13930,"ORD","IL",1,
"AA","American Airlines Inc.",11433,"DTW","MI",14492,"RDU","NC",1,
"AA","American Airlines Inc.",11433,"DTW","MI",14679,"SAN","CA",1,
"AA","American Airlines Inc.",11433,"DTW","MI",14683,"SAT","TX",1,
"AA","American Airlines Inc.",11433,"DTW","MI",14689,"SBA","CA",1,
"AA","American Airlines Inc.",11433,"DTW","MI",14843,"SJU","PR",1,
"AA","American Airlines Inc.",11433,"DTW","MI",14908,"SNA","CA",1,
"AA","American Airlines Inc.",11433,"DTW","MI",14986,"SRQ","FL",1,
"AA","American Airlines Inc.",11433,"DTW","MI",15304,"TPA","FL",1,
"AA","American Airlines Inc.",11433,"DTW","MI",15376,"TUS","AZ",1,
"AA","American Airlines Inc.",11540,"ELP","TX",10599,"BHM","AL",1,
"AA","American Airlines Inc.",11540,"ELP","TX",10693,"BNA","TN",1,
"AA","American Airlines Inc.",11540,"ELP","TX",11193,"CVG","KY",1,
"AA","American Airlines Inc.",11540,"ELP","TX",11278,"DCA","VA",1,
"AA","American Airlines Inc.",11540,"ELP","TX",11298,"DFW","TX",1,
"AA","American Airlines Inc.",11540,"ELP","TX",12339,"IND","IN",1,
"AA","American Airlines Inc.",11540,"ELP","TX",12478,"JFK","NY",1,
"AA","American Airlines Inc.",11540,"ELP","TX",12953,"LGA","NY",1,
"AA","American Airlines Inc.",11540,"ELP","TX",13204,"MCO","FL",1,
"AA","American Airlines Inc.",11540,"ELP","TX",13230,"MDT","PA",1,
"AA","American Airlines Inc.",11540,"ELP","TX",13303,"MIA","FL",1,
"AA","American Airlines Inc.",11540,"ELP","TX",13851,"OKC","OK",1,
"AA","American Airlines Inc.",11540,"ELP","TX",13930,"ORD","IL",1,
"AA","American Airlines Inc.",11540,"ELP","TX",14027,"PBI","FL",1,
"AA","American Airlines Inc.",11540,"ELP","TX",14633,"RST","MN",1,
"AA","American Airlines Inc.",11540,"ELP","TX",14635,"RSW","FL",1,
"AA","American Airlines Inc.",11540,"ELP","TX",14814,"SHV","LA",1,
"AA","American Airlines Inc.",11540,"ELP","TX",15016,"STL","MO",1,
"AA","American Airlines Inc.",11540,"ELP","TX",15096,"SYR","NY",1,
"AA","American Airlines Inc.",11540,"ELP","TX",15370,"TUL","OK",1,
"AA","American Airlines Inc.",11603,"EUG","OR",11066,"CMH","OH",1,
"AA","American Airlines Inc.",11603,"EUG","OR",11298,"DFW","TX",1,
"AA","American Airlines Inc.",11603,"EUG","OR",13495,"MSY","LA",1,
"AA","American Airlines Inc.",11603,"EUG","OR",13851,"OKC","OK",1,
"AA","American Airlines Inc.",11603,"EUG","OR",14057,"PDX","OR",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",10397,"ATL","GA",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",16440,"AUS","TX",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",10693,"BNA","TN",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",11298,"DFW","TX",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",11423,"DSM","IA",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",12094,"HDN","CO",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",12206,"HRL","TX",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",12266,"IAH","TX",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",12448,"JAN","MS",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",12892,"LAX","CA",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",13198,"MCI","MO",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",13303,"MIA","FL",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",13422,"MOB","AL",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",13495,"MSY","LA",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",13851,"OKC","OK",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",13871,"OMA","NE",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",13930,"ORD","IL",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",14107,"PHX","AZ",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",14307,"PVD","RI",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",14492,"RDU","NC",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",14679,"SAN","CA",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",14831,"SJC","CA",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",14843,"SJU","PR",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",14893,"SMF","CA",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",14986,"SRQ","FL",1,
"AA","American Airlines Inc.",11618,"EWR","NJ",15304,"TPA","FL",1,
"AA","American Airlines Inc.",11641,"FAY","NC",11057,"CLT","NC",1,
